,car,Date,Dealer_Name,Dealer_Region,Company,Model,Engine,Transmission,Color_car,Body Style,Price
172,C_CND_000173,1/13/2022,Nebo Chevrolet,Austin,CMP_008,Pathfinder,Overhead Camshaft,Manual,Pale White,Hardtop,"$11,800 "
173,C_CND_000174,1/13/2022,Star Enterprises Inc,Pasco,CMP_004,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$27,500 "
174,C_CND_000175,1/13/2022,Suburban Ford,Janesville,CMP_009,Villager,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$36,000 "
175,C_CND_000176,1/13/2022,Tri-State Mack Inc,Scottsdale,CMP_022,S-Type,Overhead Camshaft,Manual,Pale White,Passenger,"$20,000 "
176,C_CND_000177,1/13/2022,U-Haul CO,Austin,CMP_021,SLK,Overhead Camshaft,Manual,Pale White,Passenger,"$17,000 "
177,C_CND_000178,1/13/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$16,900 "
178,C_CND_000179,1/13/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_019,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$46,500 "
179,C_CND_000180,1/13/2022,Rabun Used Car Sales,Scottsdale,CMP_021,C-Class,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$14,000 "
180,C_CND_000181,1/13/2022,Race Car Help,Austin,CMP_004,Sienna,Overhead Camshaft,Manual,Black,Passenger,"$16,000 "
181,C_CND_000182,1/13/2022,Race Car Help,Austin,CMP_023,S70,Overhead Camshaft,Manual,Black,Hardtop,"$22,000 "
182,C_CND_000183,1/13/2022,U-Haul CO,Middletown,CMP_008,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$20,000 "
183,C_CND_000184,1/13/2022,Progressive Shippers Cooperative Association No,Aurora,CMP_004,Celica,Overhead Camshaft,Manual,Pale White,SUV,"$14,200 "
184,C_CND_000185,1/13/2022,Rabun Used Car Sales,Greenville,CMP_020,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$51,000 "
185,C_CND_000186,1/17/2022,Gartner Buick Hyundai Saab,Greenville,CMP_006,Diamante,Overhead Camshaft,Manual,Pale White,Hatchback,"$19,000 "
186,C_CND_000187,1/17/2022,Hatfield Volkswagen,Pasco,CMP_027,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$31,000 "
187,C_CND_000188,1/17/2022,Iceberg Rentals,Janesville,CMP_017,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$32,000 "
188,C_CND_000189,1/17/2022,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_002,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$31,000 "
189,C_CND_000190,1/17/2022,Tri-State Mack Inc,Scottsdale,CMP_026,Silhouette,Overhead Camshaft,Manual,Pale White,Sedan,"$14,000 "
190,C_CND_000191,1/17/2022,U-Haul CO,Austin,CMP_016,A6,Overhead Camshaft,Manual,Black,SUV,"$25,000 "
191,C_CND_000192,1/17/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_026,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$46,000 "
192,C_CND_000193,1/17/2022,Rabun Used Car Sales,Scottsdale,CMP_021,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$39,500 "
193,C_CND_000194,1/17/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_006,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$39,000 "
194,C_CND_000195,1/17/2022,C & M Motors Inc,Aurora,CMP_010,528i,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$31,000 "
195,C_CND_000196,1/17/2022,Capitol KIA,Greenville,CMP_007,Malibu,Overhead Camshaft,Manual,Pale White,Hatchback,"$41,000 "
196,C_CND_000197,1/17/2022,Chrysler of Tri-Cities,Pasco,CMP_011,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$22,000 "
197,C_CND_000198,1/17/2022,Ryder Truck Rental and Leasing,Middletown,CMP_001,Mustang,Overhead Camshaft,Manual,Black,Hatchback,"$22,000 "
198,C_CND_000199,1/17/2022,Saab-Belle Dodge,Aurora,CMP_002,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$41,000 "
199,C_CND_000200,1/17/2022,Scrivener Performance Engineering,Greenville,CMP_022,S-Type,Overhead Camshaft,Manual,Pale White,Passenger,"$21,000 "
200,C_CND_000201,1/17/2022,Star Enterprises Inc,Pasco,CMP_021,SLK,Overhead Camshaft,Manual,Black,Passenger,"$26,000 "
201,C_CND_000202,1/17/2022,Race Car Help,Pasco,CMP_021,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$31,000 "
202,C_CND_000203,1/17/2022,Ryder Truck Rental and Leasing,Janesville,CMP_024,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$19,000 "
203,C_CND_000204,1/17/2022,Saab-Belle Dodge,Scottsdale,CMP_020,LW,Overhead Camshaft,Manual,Pale White,Hatchback,"$13,000 "
204,C_CND_000205,1/17/2022,Ryder Truck Rental and Leasing,Middletown,CMP_020,SC,DoubleÂ Overhead Camshaft,Auto,Black,Hardtop,"$33,000 "
205,C_CND_000206,1/19/2022,Motor Vehicle Branch Office,Austin,CMP_009,Sable,Overhead Camshaft,Manual,Pale White,Sedan,"$61,000 "
206,C_CND_000207,1/19/2022,Nebo Chevrolet,Middletown,CMP_004,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$21,000 "
207,C_CND_000208,1/19/2022,Race Car Help,Austin,CMP_008,Maxima,Overhead Camshaft,Manual,Pale White,Sedan,"$16,000 "
208,C_CND_000209,1/19/2022,Ryder Truck Rental and Leasing,Middletown,CMP_026,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$15,000 "
209,C_CND_000210,1/19/2022,Chrysler Plymouth,Janesville,CMP_018,Passat,Overhead Camshaft,Manual,Pale White,Hatchback,"$27,000 "
210,C_CND_000211,1/19/2022,Classic Chevy,Scottsdale,CMP_018,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$13,500 "
211,C_CND_000212,1/19/2022,Suburban Ford,Janesville,CMP_008,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$9,250 "
212,C_CND_000213,1/19/2022,Tri-State Mack Inc,Scottsdale,CMP_001,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$31,000 "
213,C_CND_000214,1/19/2022,Star Enterprises Inc,Middletown,CMP_018,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$32,000 "
214,C_CND_000215,1/19/2022,Suburban Ford,Aurora,CMP_023,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$29,500 "
215,C_CND_000216,1/21/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_009,Villager,Overhead Camshaft,Manual,Pale White,Passenger,"$14,000 "
216,C_CND_000217,1/21/2022,Pars Auto Sales,Greenville,CMP_008,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$18,501 "
217,C_CND_000218,1/21/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_005,RL,Overhead Camshaft,Manual,Pale White,SUV,"$17,001 "
218,C_CND_000219,1/21/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_006,Montero Sport,Overhead Camshaft,Manual,Pale White,SUV,"$12,500 "
219,C_CND_000220,1/21/2022,Rabun Used Car Sales,Scottsdale,CMP_010,528i,Overhead Camshaft,Manual,Black,SUV,"$21,000 "
220,C_CND_000221,1/21/2022,Saab-Belle Dodge,Aurora,CMP_010,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$62,000 "
221,C_CND_000222,1/21/2022,Scrivener Performance Engineering,Greenville,CMP_001,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$11,000 "
222,C_CND_000223,1/21/2022,Star Enterprises Inc,Pasco,CMP_008,Frontier,Overhead Camshaft,Manual,Pale White,Hatchback,"$20,000 "
223,C_CND_000224,1/21/2022,Suburban Ford,Janesville,CMP_014,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$21,200 "
224,C_CND_000225,1/21/2022,Tri-State Mack Inc,Scottsdale,CMP_004,Camry,Overhead Camshaft,Manual,Black,Hatchback,"$29,000 "
225,C_CND_000226,1/21/2022,Clay Johnson Auto Sales,Austin,CMP_003,Eldorado,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$17,000 "
226,C_CND_000227,1/21/2022,Diehl Motor CO Inc,Middletown,CMP_027,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$27,000 "
227,C_CND_000228,1/21/2022,Enterprise Rent A Car,Aurora,CMP_023,S40,Overhead Camshaft,Manual,Black,Sedan,"$36,000 "
228,C_CND_000229,1/21/2022,Gartner Buick Hyundai Saab,Greenville,CMP_025,,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$19,000 "
229,C_CND_000230,1/21/2022,Hatfield Volkswagen,Pasco,CMP_008,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$18,000 "
230,C_CND_000231,1/21/2022,Chrysler Plymouth,Janesville,CMP_007,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$15,000 "
231,C_CND_000232,1/21/2022,Diehl Motor CO Inc,Middletown,CMP_004,Tacoma,Overhead Camshaft,Manual,Pale White,Hardtop,"$24,000 "
232,C_CND_000233,1/21/2022,Rabun Used Car Sales,Scottsdale,CMP_008,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$16,000 "
233,C_CND_000234,1/21/2022,Race Car Help,Austin,CMP_001,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$29,000 "
234,C_CND_000235,1/21/2022,Ryder Truck Rental and Leasing,Middletown,CMP_024,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$19,000 "
235,C_CND_000236,1/21/2022,Tri-State Mack Inc,Greenville,CMP_021,CL500,Overhead Camshaft,Manual,Black,SUV,"$22,000 "
236,C_CND_000237,1/21/2022,U-Haul CO,Pasco,CMP_002,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$23,500 "
237,C_CND_000238,1/21/2022,Buddy Storbeck's Diesel Service Inc,Janesville,CMP_006,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$36,000 "
238,C_CND_000239,1/21/2022,C & M Motors Inc,Scottsdale,CMP_024,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$19,000 "
239,C_CND_000240,1/21/2022,Star Enterprises Inc,Pasco,CMP_004,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$53,000 "
240,C_CND_000241,1/23/2022,Race Car Help,Austin,CMP_003,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$28,000 "
241,C_CND_000242,1/23/2022,Ryder Truck Rental and Leasing,Middletown,CMP_026,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$60,750 "
242,C_CND_000243,1/23/2022,Suburban Ford,Janesville,CMP_007,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$42,000 "
243,C_CND_000244,1/23/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_003,Eldorado,Overhead Camshaft,Manual,Pale White,Passenger,"$31,000 "
244,C_CND_000245,1/23/2022,Iceberg Rentals,Janesville,CMP_001,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$62,000 "
245,C_CND_000246,1/23/2022,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_021,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$39,500 "
246,C_CND_000247,1/23/2022,Enterprise Rent A Car,Aurora,CMP_004,Tacoma,Overhead Camshaft,Manual,Pale White,Hardtop,"$24,001 "
247,C_CND_000248,1/23/2022,Scrivener Performance Engineering,Greenville,CMP_021,C-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$15,000 "
248,C_CND_000249,1/23/2022,Chrysler of Tri-Cities,Middletown,CMP_008,Quest,Overhead Camshaft,Manual,Black,SUV,"$19,000 "
249,C_CND_000250,1/23/2022,U-Haul CO,Austin,CMP_018,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$35,000 "
250,C_CND_000251,1/24/2022,Saab-Belle Dodge,Aurora,CMP_013,Sonata,Overhead Camshaft,Manual,Pale White,SUV,"$21,000 "
251,C_CND_000252,1/24/2022,C & M Motors Inc,Aurora,CMP_008,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$20,000 "
252,C_CND_000253,1/24/2022,Motor Vehicle Branch Office,Austin,CMP_001,Ranger,Overhead Camshaft,Manual,Black,Hatchback,"$18,500 "
253,C_CND_000254,1/24/2022,Star Enterprises Inc,Pasco,CMP_007,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$45,000 "
254,C_CND_000255,1/24/2022,Classic Chevy,Greenville,CMP_026,Silhouette,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$12,000 "
255,C_CND_000256,1/26/2022,Scrivener Performance Engineering,Greenville,CMP_007,Prizm,Overhead Camshaft,Manual,Pale White,SUV,"$21,500 "
256,C_CND_000257,1/26/2022,Capitol KIA,Greenville,CMP_023,S40,Overhead Camshaft,Manual,Pale White,Sedan,"$17,000 "
257,C_CND_000258,1/26/2022,Nebo Chevrolet,Middletown,CMP_007,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$46,000 "
258,C_CND_000259,1/26/2022,Suburban Ford,Janesville,CMP_004,Corolla,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$41,100 "
259,C_CND_000260,1/26/2022,Clay Johnson Auto Sales,Pasco,CMP_004,RAV4,Overhead Camshaft,Manual,Pale White,Hatchback,"$22,500 "
260,C_CND_000261,1/27/2022,Star Enterprises Inc,Pasco,CMP_009,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$9,000 "
261,C_CND_000262,1/27/2022,Suburban Ford,Janesville,CMP_007,Cavalier,Overhead Camshaft,Manual,Pale White,SUV,"$20,200 "
262,C_CND_000263,1/27/2022,Tri-State Mack Inc,Scottsdale,CMP_008,Maxima,Overhead Camshaft,Manual,Pale White,Sedan,"$59,000 "
263,C_CND_000264,1/27/2022,U-Haul CO,Austin,CMP_023,S70,Overhead Camshaft,Manual,Black,SUV,"$22,000 "
264,C_CND_000265,1/27/2022,Chrysler of Tri-Cities,Pasco,CMP_012,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$57,000 "
265,C_CND_000266,1/27/2022,Chrysler Plymouth,Janesville,CMP_007,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$25,500 "
266,C_CND_000267,1/27/2022,Classic Chevy,Scottsdale,CMP_005,RL,Overhead Camshaft,Manual,Black,SUV,"$18,000 "
267,C_CND_000268,1/27/2022,Clay Johnson Auto Sales,Austin,CMP_014,Odyssey,Overhead Camshaft,Manual,Pale White,Passenger,"$27,000 "
268,C_CND_000269,1/27/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_004,RAV4,Overhead Camshaft,Manual,Pale White,Hatchback,"$22,000 "
269,C_CND_000270,1/27/2022,Pars Auto Sales,Greenville,CMP_004,Tacoma,Overhead Camshaft,Manual,Pale White,Hatchback,"$82,000 "
270,C_CND_000271,1/27/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_028,Prowler,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$15,000 "
271,C_CND_000272,1/27/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_004,Camry,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$31,000 "
272,C_CND_000273,1/27/2022,Tri-State Mack Inc,Scottsdale,CMP_018,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$13,000 "
273,C_CND_000274,1/27/2022,U-Haul CO,Austin,CMP_018,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$17,000 "
274,C_CND_000275,1/27/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_011,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$46,000 "
275,C_CND_000276,1/27/2022,C & M Motors Inc,Aurora,CMP_001,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$19,100 "
276,C_CND_000277,1/27/2022,Diehl Motor CO Inc,Janesville,CMP_002,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$10,000 "
277,C_CND_000278,1/27/2022,Enterprise Rent A Car,Scottsdale,CMP_025,Continental,Overhead Camshaft,Manual,Black,Passenger,"$42,000 "
278,C_CND_000279,1/27/2022,Gartner Buick Hyundai Saab,Austin,CMP_006,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$18,000 "
279,C_CND_000280,1/27/2022,Hatfield Volkswagen,Janesville,CMP_004,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$25,000 "
280,C_CND_000281,1/28/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$22,000 "
281,C_CND_000282,1/28/2022,Diehl Motor CO Inc,Middletown,CMP_018,GTI,Overhead Camshaft,Manual,Black,SUV,"$25,000 "
282,C_CND_000283,1/28/2022,Rabun Used Car Sales,Scottsdale,CMP_019,Park Avenue,Overhead Camshaft,Manual,Pale White,Hatchback,"$23,000 "
283,C_CND_000284,1/28/2022,Capitol KIA,Greenville,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$33,000 "
284,C_CND_000285,1/28/2022,Iceberg Rentals,Scottsdale,CMP_026,Silhouette,Overhead Camshaft,Manual,Pale White,Sedan,"$25,000 "
285,C_CND_000286,1/30/2022,Rabun Used Car Sales,Scottsdale,CMP_014,Accord,Overhead Camshaft,Manual,Black,Sedan,"$43,000 "
286,C_CND_000287,1/30/2022,Race Car Help,Austin,CMP_010,328i,Overhead Camshaft,Manual,Pale White,Sedan,"$21,001 "
287,C_CND_000288,1/30/2022,Ryder Truck Rental and Leasing,Middletown,CMP_024,Bonneville,Overhead Camshaft,Manual,Pale White,Hatchback,"$11,501 "
288,C_CND_000289,1/30/2022,Enterprise Rent A Car,Aurora,CMP_018,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$32,000 "
289,C_CND_000290,1/30/2022,Gartner Buick Hyundai Saab,Greenville,CMP_013,Sonata,Overhead Camshaft,Manual,Black,SUV,"$20,000 "
290,C_CND_000291,1/30/2022,Hatfield Volkswagen,Pasco,CMP_018,Passat,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$9,000 "
291,C_CND_000292,1/30/2022,Race Car Help,Austin,CMP_001,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$29,000 "
292,C_CND_000293,1/30/2022,Ryder Truck Rental and Leasing,Middletown,CMP_021,C-Class,Overhead Camshaft,Manual,Pale White,Hatchback,"$17,000 "
293,C_CND_000294,1/30/2022,Saab-Belle Dodge,Aurora,CMP_014,Passport,Overhead Camshaft,Manual,Pale White,Hatchback,"$27,000 "
294,C_CND_000295,1/30/2022,Chrysler of Tri-Cities,Pasco,CMP_014,Odyssey,Overhead Camshaft,Manual,Pale White,Passenger,"$54,000 "
295,C_CND_000296,1/30/2022,Chrysler Plymouth,Janesville,CMP_009,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$33,000 "
296,C_CND_000297,1/30/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_014,Passport,Overhead Camshaft,Manual,Pale White,Hardtop,"$27,500 "
297,C_CND_000298,1/30/2022,McKinney Dodge Chrysler Jeep,Austin,CMP_004,Celica,Overhead Camshaft,Manual,Pale White,SUV,"$14,000 "
298,C_CND_000299,1/30/2022,Motor Vehicle Branch Office,Middletown,CMP_007,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$41,000 "
299,C_CND_000300,1/30/2022,Nebo Chevrolet,Aurora,CMP_001,Taurus,Overhead Camshaft,Manual,Pale White,SUV,"$22,000 "
300,C_CND_000301,1/31/2022,Saab-Belle Dodge,Aurora,CMP_001,Focus,Overhead Camshaft,Manual,Pale White,SUV,"$24,000 "
301,C_CND_000302,1/31/2022,Scrivener Performance Engineering,Greenville,CMP_017,Boxter,Overhead Camshaft,Manual,Pale White,SUV,"$24,250 "
302,C_CND_000303,1/31/2022,Star Enterprises Inc,Pasco,CMP_026,Intrigue,Overhead Camshaft,Manual,Pale White,SUV,"$37,000 "
303,C_CND_000304,1/31/2022,Iceberg Rentals,Janesville,CMP_027,LX470,Overhead Camshaft,Manual,Pale White,SUV,"$54,500 "
304,C_CND_000305,1/31/2022,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_011,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$46,000 "
305,C_CND_000306,1/31/2022,Motor Vehicle Branch Office,Austin,CMP_002,Stratus,Overhead Camshaft,Manual,Pale White,Hatchback,"$37,000 "
306,C_CND_000307,1/31/2022,Scrivener Performance Engineering,Greenville,CMP_002,Viper,Overhead Camshaft,Manual,Black,SUV,"$26,000 "
307,C_CND_000308,1/31/2022,Star Enterprises Inc,Pasco,CMP_008,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$21,000 "
308,C_CND_000309,1/31/2022,Suburban Ford,Janesville,CMP_004,Corolla,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$41,000 "
309,C_CND_000310,1/31/2022,Clay Johnson Auto Sales,Austin,CMP_008,Quest,Overhead Camshaft,Manual,Black,SUV,"$12,000 "
310,C_CND_000311,1/31/2022,Diehl Motor CO Inc,Middletown,CMP_002,Stratus,Overhead Camshaft,Manual,Pale White,Hatchback,"$25,100 "
311,C_CND_000312,1/31/2022,Enterprise Rent A Car,Aurora,CMP_004,Camry,Overhead Camshaft,Manual,Black,Hatchback,"$34,000 "
312,C_CND_000313,1/31/2022,New Castle Ford Lincoln Mercury,Greenville,CMP_026,Aurora,Overhead Camshaft,Manual,Pale White,Passenger,"$34,000 "
313,C_CND_000314,1/31/2022,Rabun Used Car Sales,Aurora,CMP_006,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$39,000 "
314,C_CND_000315,1/31/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Janesville,CMP_009,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$33,000 "
315,C_CND_000316,2/3/2022,Suburban Ford,Janesville,CMP_025,Navigator,Overhead Camshaft,Manual,Pale White,Sedan,"$33,000 "
316,C_CND_000317,2/3/2022,Tri-State Mack Inc,Scottsdale,CMP_005,RL,Overhead Camshaft,Manual,Black,SUV,"$18,000 "
317,C_CND_000318,2/3/2022,U-Haul CO,Austin,CMP_014,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$21,000 "
318,C_CND_000319,2/3/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_006,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$39,000 "
319,C_CND_000320,2/3/2022,C & M Motors Inc,Aurora,CMP_021,M-Class,Overhead Camshaft,Manual,Pale White,SUV,"$25,000 "
320,C_CND_000321,2/3/2022,Capitol KIA,Greenville,CMP_008,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$46,000 "
321,C_CND_000322,2/3/2022,Nebo Chevrolet,Middletown,CMP_007,Metro,Overhead Camshaft,Manual,Pale White,Passenger,"$13,500 "
322,C_CND_000323,2/3/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_002,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$21,000 "
323,C_CND_000324,2/3/2022,Pars Auto Sales,Greenville,CMP_013,Sonata,Overhead Camshaft,Manual,Pale White,SUV,"$13,000 "
324,C_CND_000325,2/3/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_001,Taurus,Overhead Camshaft,Manual,Black,SUV,"$43,000 "
325,C_CND_000326,2/3/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_004,RAV4,Overhead Camshaft,Manual,Pale White,Hatchback,"$22,000 "
326,C_CND_000327,2/3/2022,Rabun Used Car Sales,Scottsdale,CMP_017,Boxter,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$26,000 "
327,C_CND_000328,2/3/2022,Tri-State Mack Inc,Scottsdale,CMP_014,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$12,000 "
328,C_CND_000329,2/3/2022,U-Haul CO,Austin,CMP_004,Corolla,Overhead Camshaft,Manual,Pale White,Passenger,"$22,000 "
329,C_CND_000330,2/3/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_008,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$21,900 "
330,C_CND_000331,2/3/2022,Rabun Used Car Sales,Austin,CMP_018,Beetle,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$45,000 "
331,C_CND_000332,2/3/2022,Race Car Help,Austin,CMP_028,Prowler,Overhead Camshaft,Manual,Pale White,Hatchback,"$71,000 "
332,C_CND_000333,2/3/2022,Ryder Truck Rental and Leasing,Middletown,CMP_020,LW,Overhead Camshaft,Manual,Pale White,Hatchback,"$13,000 "
333,C_CND_000334,2/3/2022,Gartner Buick Hyundai Saab,Greenville,CMP_009,Villager,Overhead Camshaft,Manual,Pale White,Passenger,"$14,000 "
334,C_CND_000335,2/3/2022,Hatfield Volkswagen,Pasco,CMP_007,Metro,Overhead Camshaft,Manual,Pale White,Passenger,"$13,000 "
335,C_CND_000336,2/3/2022,Iceberg Rentals,Janesville,CMP_029,5-Sep,Overhead Camshaft,Manual,Pale White,Hatchback,"$28,000 "
336,C_CND_000337,2/3/2022,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_021,SLK230,Overhead Camshaft,Manual,Pale White,Hatchback,"$14,000 "
337,C_CND_000338,2/3/2022,Motor Vehicle Branch Office,Austin,CMP_008,Xterra,Overhead Camshaft,Manual,Pale White,Passenger,"$31,000 "
338,C_CND_000339,2/3/2022,Nebo Chevrolet,Middletown,CMP_001,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$29,200 "
339,C_CND_000340,2/3/2022,Progressive Shippers Cooperative Association No,Scottsdale,CMP_007,Lumina,Overhead Camshaft,Manual,Black,Passenger,"$42,000 "
340,C_CND_000341,2/3/2022,Saab-Belle Dodge,Janesville,CMP_001,Ranger,Overhead Camshaft,Manual,Black,Hardtop,"$18,000 "
341,C_CND_000342,2/3/2022,Race Car Help,Middletown,CMP_016,A6,Overhead Camshaft,Manual,Pale White,SUV,"$13,000 "
342,C_CND_000343,2/3/2022,Ryder Truck Rental and Leasing,Aurora,CMP_003,Eldorado,Overhead Camshaft,Manual,Black,Passenger,"$85,000 "
343,C_CND_000344,2/3/2022,Saab-Belle Dodge,Greenville,CMP_024,Sunfire,Overhead Camshaft,Manual,Pale White,Sedan,"$43,000 "
